step,train_loss,val_loss,lambda_max,trace,trace_normalized,frobenius_norm,sinkhorn_L0_to_L1,sinkhorn_L1_to_L2
0,4.646728515625,4.6568603515625,-12.846456527709961,-177.7881622314453,-0.7493529905781598,237.2555584175005,0.2079702913761139,0.21375957131385803
200,2.274932861328125,5.449371337890625,393.9548034667969,32492.127734375,26.415046696875166,1230.0613399339074,0.824312686920166,1.573339819908142
400,0.09501242637634277,6.9090576171875,568.2879028320312,18148.519140625,16.788173793924344,1081.029977613942,0.6868557929992676,1.5111675262451172
600,0.039589762687683105,7.401031494140625,175.5162353515625,6159.33779296875,15.234189737246096,404.31016675010784,0.9508894681930542,2.317145347595215
800,0.03745094686746597,7.570827484130859,244.60202026367188,5333.77060546875,10.044327246718181,531.023180991188,1.0996575355529785,2.684361457824707
1000,0.0286799818277359,7.77020263671875,160.4888916015625,4729.16708984375,11.172465729730305,423.2876792147393,1.280609369277954,3.18139386177063
1200,0.02783731371164322,7.91754150390625,318.63519287109375,4579.76943359375,8.987335319187892,509.5803451125249,1.3367912769317627,3.3028931617736816
1400,0.044972002506256104,7.742881774902344,161.3046417236328,5450.14462890625,9.922343833565733,549.2799604937359,1.4404126405715942,3.360755443572998
1600,0.028731293976306915,7.6818084716796875,385.754638671875,4111.45068359375,9.271383864781654,443.45598710582317,1.4198800325393677,3.334014415740967
1800,0.0378180555999279,7.359784126281738,321.3051452636719,5058.8619140625,7.644697205948503,661.7478466153101,1.4734984636306763,3.6377549171447754
2000,0.03075513057410717,7.34687614440918,359.9833984375,3654.379296875,6.588600209560653,554.6518502628473,1.4575488567352295,3.519057035446167
2200,0.02790028415620327,6.946420669555664,223.6358642578125,2631.38271484375,6.63941187207072,396.3276816600122,1.4988982677459717,3.7288293838500977
2400,0.02666148729622364,6.315947532653809,173.04034423828125,3764.13251953125,8.750928143157005,430.14094710338844,1.5371993780136108,3.743826389312744
2600,0.01596730202436447,5.901519298553467,269.35833740234375,3561.913427734375,6.164841170980944,577.7786205589473,1.4113537073135376,3.1815123558044434
2800,0.009887775406241417,5.320487976074219,162.51840209960938,2283.181103515625,7.531081966117153,303.16774054349844,1.6074126958847046,3.3804731369018555
3000,0.014231672510504723,4.580476760864258,317.37493896484375,2980.1247802734374,4.6114945011452395,646.2383896442551,1.5378940105438232,3.909266710281372
3200,0.01000011432915926,3.028728485107422,117.2785415649414,1728.776708984375,6.362675829407276,271.7059230008614,1.6880817413330078,3.721014976501465
3400,0.05897064507007599,1.4589554071426392,105.27362060546875,811.9758666992187,4.277979129604521,189.8036063523952,1.7058476209640503,3.0900795459747314
3600,0.0023072557523846626,0.3950216770172119,18.799514770507812,336.55609741210935,9.18441503214815,36.644260547249246,1.73234224319458,3.3791396617889404
3800,0.012703138403594494,0.16801846027374268,214.02731323242188,1804.176904296875,4.634374713500692,389.3031996400749,2.1254236698150635,3.5279691219329834
4000,0.0017619961872696877,0.04803534224629402,59.657798767089844,243.1735412597656,5.087336045664929,47.799779506797286,2.2962913513183594,2.9044320583343506
4200,0.00019642896950244904,0.0010806294158101082,0.1359345018863678,14.15439338684082,26.374760473299144,0.536664338664619,1.342987298965454,2.152806282043457
4400,6.0387421399354935e-05,0.000117473304271698,0.06400232017040253,5.744919013977051,26.00494400963975,0.2209164154265232,0.7557556629180908,1.353161096572876
4600,9.188894182443619e-06,1.573842018842697e-05,0.023832857608795166,1.5463100671768188,21.8433649591823,0.07079083603036153,0.45230522751808167,0.9085239171981812
4800,1.2833625078201294e-06,2.591637894511223e-06,0.00836977269500494,0.41003268361091616,18.469804615203028,0.022200163572570035,0.27588021755218506,0.6389413475990295
5000,1.8463470041751862e-07,6.565824151039124e-07,0.00285195279866457,0.11100006848573685,15.42590996373618,0.0071956901567998294,0.1698959767818451,0.4450392723083496
5200,0.011954366229474545,0.04968549311161041,578.6419677734375,3948.540283203125,4.9270933981526195,801.3934310000301,0.3756645917892456,0.689423143863678
5400,0.00040379329584538937,0.006494190543889999,7.293803691864014,119.97936553955078,8.254472020398214,14.535074471518133,0.7743963003158569,0.9623056054115295
5600,3.335811197757721e-05,8.466397412121296e-05,0.1752253919839859,7.503483009338379,20.960553552047973,0.3579811473349779,0.4452148973941803,0.6800380349159241
5800,1.360778696835041e-05,1.9798753783106804e-05,0.09028780460357666,4.126227140426636,21.917382870996946,0.1882627668053758,0.29350119829177856,0.43293118476867676
6000,4.6405475586652756e-06,5.532754585146904e-06,0.030279748141765594,1.9392443418502807,21.272030671432177,0.0911640440822906,0.21703854203224182,0.3183814585208893
6200,7.546041160821915e-07,8.645001798868179e-07,0.007891349494457245,0.46217108368873594,18.82768287916678,0.02454742235966476,0.16094228625297546,0.24220040440559387
6400,1.1012889444828033e-07,1.3387762010097504e-07,0.00224884320050478,0.10931048393249512,16.265076860038413,0.0067205636267886025,0.1177305281162262,0.18590056896209717
6600,0.003224125364795327,0.02257576212286949,291.09014892578125,1911.875927734375,4.826442939275839,396.125252445486,0.1906346082687378,0.3238665461540222
6800,1.681176945567131e-05,5.934503860771656e-05,0.23201815783977509,8.216406059265136,18.305319971052494,0.4488534520160436,0.18514998257160187,0.2889735996723175
7000,6.588874384760857e-06,1.4753546565771103e-05,0.12358320504426956,3.883851099014282,18.565438238445303,0.209197921919861,0.15402266383171082,0.21141240000724792
7200,3.0712690204381943e-06,4.20818105340004e-06,0.06508274376392365,2.265048551559448,19.728820982780828,0.11480911877787152,0.13304226100444794,0.16520802676677704
7400,1.1024530977010727e-06,1.3203825801610947e-06,0.02144242636859417,0.9083891987800599,19.82100451679924,0.045829624730177376,0.1158815324306488,0.1437549591064453
7600,2.069864422082901e-07,2.337619662284851e-07,0.0046473899856209755,0.2075560986995697,18.17140142935278,0.011422129410684772,0.09284259378910065,0.12030806392431259
7800,3.608874976634979e-08,6.658956408500671e-08,0.0014754626899957657,0.06369712501764298,16.652655415632765,0.0038250431194202803,0.07711388170719147,0.10010245442390442
8000,1.862645149230957e-09,2.60770320892334e-08,0.0007315752445720136,0.028573936969041824,12.861605442116334,0.0022216462087597737,0.06716033816337585,0.08824339509010315
8200,3.888271749019623e-08,7.473863661289215e-08,0.0018678100313991308,0.0765945702791214,16.98696180798886,0.00450902116251886,0.05812547355890274,0.07874438166618347
8400,4.959292709827423e-08,8.288770914077759e-08,0.0028489180840551853,0.10306270122528076,16.257735266564566,0.006339302463439547,0.049973223358392715,0.07404050976037979
8600,7.450580596923828e-09,4.1211023926734924e-08,0.0011967122554779053,0.014123988151550294,5.332032264783028,0.0026488939770369204,0.04350439831614494,0.07457874715328217
8800,7.916241884231567e-09,3.888271749019623e-08,0.0009416691027581692,0.007445071963593364,2.575138672829193,0.0028911343851683864,0.03887561708688736,0.0787259116768837
9000,1.5366822481155396e-08,4.889443516731262e-08,0.0018054480897262692,0.031158985570073128,6.82823883941099,0.004563253615299861,0.03578761965036392,0.08521217107772827
9200,1.1408701539039612e-08,5.005858838558197e-08,0.0017216254491358995,0.009117863513529301,2.1209924819032686,0.0042988664935518315,0.03396001085639,0.09204861521720886
9400,5.9138983488082886e-08,9.522773325443268e-08,0.008774299174547195,0.21947693824768066,12.003119948644239,0.01828499083460969,0.033240240067243576,0.10101837664842606
9600,2.2817403078079224e-08,6.426125764846802e-08,0.0034248491283506155,0.055100350826978686,7.1356389142312935,0.007721852449272165,0.033479250967502594,0.10804719477891922
9800,6.332993507385254e-08,1.0128132998943329e-07,0.014108002185821533,0.2846792995929718,10.26717775428533,0.02772712291594951,0.03456942364573479,0.11681923270225525
10000,6.426125764846802e-08,1.0058283805847168e-07,0.014077803120017052,0.2883197009563446,11.188377887234298,0.025769571233852522,0.03651027753949165,0.12494649738073349
